locus_tag	GRYC_note
C1_02280C_A	Phenotype:increased protein/peptide modification (null), decreased UV resistance (null), viable (null)viable (null)viable (null), decreased resistance to chemicals (null)
C1_02290C_A	Phenotype:viable (null)
C1_02300W_A	Ortholog(s) have unfolded protein binding activity, role in cytoskeleton organization, protein folding and prefoldin complex localization
C1_02310C_A	Ortholog(s) have chromatin DNA binding activity and role in cell wall mannoprotein biosynthetic process, positive regulation of transcription from RNA polymerase II promoter, telomere maintenance
C1_02320C_A	Phenotype:viable (null)viable (null)
C1_02330C_A	Ribosomal 60S subunit protein; Spider biofilm repressed
C1_02350W_A	Component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); for protein import into mitochondria; Hap43, ketoconazole-repressed; Spider biofilm repressed
C1_02360C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
C1_02370C_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_02210, <i>C. parapsilosis CDC317</i> : CPAR2_106350, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_116785 and <i>Debaryomyces hansenii CBS767</i> : DEHA2C01980g
C1_02380C_A	Phenotype:haploinsufficient (null)viable (null)viable (null)
C1_02390W_A	Phenotype:viable (null)viable (null)viable (null)
C1_02400C_A	Ortholog(s) have alpha-1,2-galactosyltransferase activity, alpha-1,6-mannosyltransferase activity
C1_02410C_A	Ortholog(s) have COPI-coated vesicle, Golgi apparatus localization
C1_02420C_A	Phenotype:normal hyphal growth (unspecified), increased invasive growth (unspecified), absent virulence (repressible), decreased chemical compound accumulation (null), viable (null)inviable (null)inviable (null)viable (null)viable (null)viable (null), increased hyphal growth (unspecified), viable (null)inviable (null), normal virulence (unspecified), increased biofilm formation (unspecified), viable (unspecified), viable (null)inviable (null)inviable (null), inviable (repressible)viable (null), decreased resistance to chemicals (null), viable (null)inviable (null)inviable (null)viable (null)viable (null), increased adhesion (unspecified), viable (null)inviable (null)inviable (null)viable (null), inviable (repressible), abnormal cell wall morphology (unspecified), increased virulence (unspecified), resistance to chemicals (null), normal resistance to chemicals (null), increased resistance to chemicals (unspecified), normal hyphal growth (null), decreased resistance to chemicals (unspecified), normal cellular morphology (null)
C1_02430C_A	Phenotype:viable (null)viable (null)viable (null)
C1_02440C_A	Phenotype:viable (null)
C1_02450C_A	Similar to S. cerevisiae Bud20; predicted role in cellular bud site selection; rat catheter and Spider biofilm induced
C1_02460W_A	Phenotype:viable (null), viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
C1_02470W_A	Ortholog of <i>C. parapsilosis CDC317</i> : CPAR2_106450, <i>C. dubliniensis CD36</i> : Cd36_02330, <i>Lodderomyces elongisporus NRLL YB-4239</i> : LELG_01618 and <i>Candida orthopsilosis Co 90-125</i> : CORT_0B07690
C1_02480W_A	Phenotype:viable (unspecified)auxotrophy (unspecified)viable (null)viable (null)viable (null)viable (null)
C1_02490C_A	Phenotype:viable (null)inviable (repressible)viable (null)viable (null)viable (null), viable (null)inviable (repressible)viable (null)viable (null)
C1_02500W_A	Phenotype:viable (null)viable (null)viable (null)
C1_02510W_A	Phenotype:decreased virulence (repressible), viable (null)
C1_02520W_A	Phenotype:normal competitive fitness (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null)
C1_02530C_A	Phenotype:viable (null), decreased resistance to chemicals (null), decreased resistance to chemicals (unspecified)
C1_02560W_A	Ortholog of <i>Candida albicans WO-1</i> : CAWG_05543
C1_02570C_A	Phenotype:viable (null)viable (null)haploinsufficient (null), viable (null)viable (null), decreased invasive growth (null)
C1_02580W_A	Phenotype:viable (null)
C1_02590C_A	Phenotype:viable (null)viable (null)
C1_02600W_A	Phenotype:viable (null)viable (repressible)viable (null)viable (null)
C1_02610W_A	Phenotype:auxotrophy (null)viable (null)
C1_02620C_A	Phenotype:decreased virulence (repressible), viable (null)
C1_02630C_A	Phenotype:normal competitive fitness (null), viable (null)viable (null)viable (null), normal colony appearance (null), normal rate vegetative growth (null), viable (null)viable (null), normal virulence (repressible)
C1_02640C_A	Phenotype:viable (null)
C1_02650W_A	Protein of unknown function; Hap43-repressed gene; repressed by nitric oxide
C1_02660C_A	Phenotype:decreased virulence (repressible), viable (null), decreased resistance to chemicals (null)
C1_02670C_A	Protein required for transfer of mannosylphosphate; induced by alpha pheromone in SpiderM medium
C1_02680C_A	Planktonic growth-induced gene
C1_02690C_A	Predicted ORF from Assembly 19; removed from Assembly 20; subsequently reinstated in Assembly 21 based on comparative genome analysis
C1_02700C_A	Phenotype:decreased virulence (null), viable (null)viable (null)viable (null)viable (null)
C1_02710W_A	Phenotype:viable (null)viable (null)viable (null)
C1_02720W_A	Phenotype:increased metal resistance (null), decreased competitive fitness (null), normal colony appearance (null), normal rate vegetative growth (null), decreased resistance to chemicals (null), inviable (null)viable (null), inviable (null)
C1_02730W_A	Protein of unknown function; Spider biofilm induced
C1_02740C_A	Phenotype:viable (null)
C1_02750C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)viable (null), absent virulence (repressible)
C1_02760W_A	Phenotype:viable (null)viable (null)viable (null)
C1_02770W_A	Protein of unknown function; similar to human SERF2; gene has an alternatively spliced intron
C1_02780W_A	Phenotype:viable (null)viable (repressible)viable (null)
C1_02790W_A	Phenotype:viable (null), viable (null)haploinsufficient (null)haploinsufficient (null), decreased resistance to chemicals (null), viable (null)haploinsufficient (null), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
C1_02800W_A	Protein of unknown function; Spider biofilm induced
C1_02810W_A	Ortholog of S. cerevisiae Rad16; a protein that recognizes and binds damaged DNA; flucytosine induced; rat catheter and Spider biofilm induced
C1_02820W_A	Phenotype:normal filamentous growth (null), viable (unspecified)auxotrophy (unspecified), viable (null), viable (unspecified), viable (null)viable (null), normal hyphal growth (null), normal virulence (repressible), auxotrophy (null)
C1_02830W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_02630, <i>C. parapsilosis CDC317</i> : CPAR2_108390, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_115724 and <i>Debaryomyces hansenii CBS767</i> : DEHA2D07986g
C1_02840W_A	Phenotype:increased filamentous growth (null), increased chemical compound accumulation (null), haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null), haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null)viable (null)viable (null), decreased virulence (null), decreased thermotolerance (null), decreased ionic stress resistance (null), decreased metal resistance (null), abnormal hyphal growth (null), absent hyphal growth (null), decreased adhesion (null), viable (null), decreased acid pH resistance (null), decreased chemical compound accumulation (null), increased hyphal growth (null), abnormal cell wall morphology (null), increased pseudohyphal growth (null), increased heat sensitivity (null), increased invasive growth (null), decreased oxidative stress resistance (null), decreased resistance to chemicals (null), abnormal pseudohyphal growth (null), haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)viable (null), increased apoptosis (null), abnormal invasive growth (null), normal resistance to chemicals (null), normal pseudohyphal growth (null), decreased germ tube formation (overexpression), decreased starvation resistance (null), abnormal filamentous growth (null)
C1_02850W_A	Phenotype:haploinsufficient (null)
C1_02860C_A	Phenotype:viable (null), abnormal filamentous growth (repressible), abnormal vacuolar morphology (repressible), viable (null)inviable (null), abnormal hyphal growth (repressible), absent hyphal growth (repressible)
C1_02870W_A	Phenotype:normal competitive fitness (null), viable (null), normal rate vegetative growth (null), viable (null)viable (null), abnormal colony appearance (null)
C1_02880C_A	Phenotype:viable (null)
C1_02890C_A	Phenotype:decreased invasive growth (null)
C1_02900C_A	Ortholog(s) have ATP-dependent RNA helicase activity and role in generation of catalytic spliceosome for first transesterification step, spliceosomal complex disassembly
C1_02910C_A	Ortholog(s) have protein complex scaffold, protein kinase activator activity
C1_02920W_A	Phenotype:resistance to chemicals (null)viable (null)viable (null)viable (null)haploinsufficient (null)viable (null)viable (null)
C1_02930C_A	Phenotype:viable (null)viable (null)
C1_02940C_A	Protein of unknown function; Hap43-repressed gene
C1_02950W_A	Ortholog of <i>C. dubliniensis CD36</i> : Cd36_02750, <i>C. parapsilosis CDC317</i> : CPAR2_106015, <i>Candida tenuis NRRL Y-1498</i> : CANTEDRAFT_107500 and <i>Debaryomyces hansenii CBS767</i> : DEHA2D08250g
C1_02960C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C1_02970W_A	Phenotype:viable (null)
C1_02980W_A	Phenotype:viable (null)viable (null)viable (null)
C1_02990C_A	Phenotype:normal competitive fitness (null), increased resistance to chemicals (null), decreased virulence (null), viable (null)viable (repressible)viable (null)viable (null), viable (null), normal colony appearance (null), normal rate vegetative growth (null), increased chitin deposition (null), decreased protein activity (null), haploinsufficient (null)viable (null), normal virulence (null), viable (null)viable (repressible), decreased resistance to chemicals (null), viable (null)viable (repressible)viable (null), normal resistance to chemicals (null), normal hyphal growth (null), decreased biofilm formation (null), normal cellular morphology (null)
C1_03000W_A	Phenotype:viable (null), viable (null)viable (repressible)
C1_03010W_A	Phenotype:haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)viable (null)
C1_03020C_A	Phenotype:viable (null)
C1_03030W_A	Putative 40S ribosomal subunit; macrophage/pseudohyphal-induced after 16 h; Spider biofilm repressed
C1_03040W_A	Protein of unknown function; induced by nitric oxide; rat catheter and Spider biofilm induced
C1_03050W_A	Phenotype:viable (null)
C1_03060C_A	Phenotype:viable (null)viable (null)viable (null)viable (null)
C1_03070C_A	Phenotype:inviable (null)viable (null)viable (null), inviable (null)viable (null), inviable (null)
C1_03080C_A	Phenotype:viable (null)inviable (repressible), absent virulence (repressible), viable (null), viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)haploinsufficient (null), increased filamentous growth (repressible), viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), arrested cytokinesis (repressible)
C1_03090W_A	Phenotype:viable (null)viable (null)haploinsufficient (null), viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null), viable (null)viable (null), viable (null)viable (null)haploinsufficient (null)haploinsufficient (null), viable (null)viable (null)haploinsufficient (null)haploinsufficient (null)haploinsufficient (null)
